"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","From combustible fuels – Main activity","2017","Kilowatt-hours, million","161420.464",""
"United Kingdom","From combustible fuels – Main activity","2016","Kilowatt-hours, million","175898",""
"United Kingdom","From combustible fuels – Main activity","2015","Kilowatt-hours, million","178215",""
"United Kingdom","From combustible fuels – Main activity","2014","Kilowatt-hours, million","198432",""
"United Kingdom","From combustible fuels – Main activity","2013","Kilowatt-hours, million","219656",""
"United Kingdom","From combustible fuels – Main activity","2012","Kilowatt-hours, million","228809",""
"United Kingdom","From combustible fuels – Main activity","2011","Kilowatt-hours, million","238427",""
"United Kingdom","From combustible fuels – Main activity","2010","Kilowatt-hours, million","265322",""
"United Kingdom","From combustible fuels – Main activity","2009","Kilowatt-hours, million","250948",""
"United Kingdom","From combustible fuels – Main activity","2008","Kilowatt-hours, million","280437",""
"United Kingdom","From combustible fuels – Main activity","2007","Kilowatt-hours, million","278580",""
"United Kingdom","From combustible fuels – Main activity","2006","Kilowatt-hours, million","268390",""
"United Kingdom","From combustible fuels – Main activity","2005","Kilowatt-hours, million","264593",""
"United Kingdom","From combustible fuels – Main activity","2004","Kilowatt-hours, million","264926",""
"United Kingdom","From combustible fuels – Main activity","2003","Kilowatt-hours, million","264258",""
"United Kingdom","From combustible fuels – Main activity","2002","Kilowatt-hours, million","255394",""
"United Kingdom","From combustible fuels – Main activity","2001","Kilowatt-hours, million","253845",""
"United Kingdom","From combustible fuels – Main activity","2000","Kilowatt-hours, million","245587",""
"United Kingdom","From combustible fuels – Main activity","1999","Kilowatt-hours, million","232781",""
"United Kingdom","From combustible fuels – Main activity","1998","Kilowatt-hours, million","227056",""
"United Kingdom","From combustible fuels – Main activity","1997","Kilowatt-hours, million","219861",""
"United Kingdom","From combustible fuels – Main activity","1996","Kilowatt-hours, million","226167",""
"United Kingdom","From combustible fuels – Main activity","1995","Kilowatt-hours, million","219346",""
"United Kingdom","From combustible fuels – Main activity","1994","Kilowatt-hours, million","213423",""
"United Kingdom","From combustible fuels – Main activity","1993","Kilowatt-hours, million","211122",""
"United Kingdom","From combustible fuels – Main activity","1992","Kilowatt-hours, million","220621",""
"United Kingdom","From combustible fuels – Main activity","1991","Kilowatt-hours, million","229861",""
"United Kingdom","From combustible fuels – Main activity","1990","Kilowatt-hours, million","230812",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2021","Kilowatt-hours, million","136100.422",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2020","Kilowatt-hours, million","122693.887",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2019","Kilowatt-hours, million","141383.722",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2018","Kilowatt-hours, million","152230.413",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2017","Kilowatt-hours, million","161420.464",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2016","Kilowatt-hours, million","175898",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2015","Kilowatt-hours, million","178215",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2014","Kilowatt-hours, million","198432",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2013","Kilowatt-hours, million","219656",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2012","Kilowatt-hours, million","228809",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2011","Kilowatt-hours, million","238427",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2010","Kilowatt-hours, million","265322",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2009","Kilowatt-hours, million","250948",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2008","Kilowatt-hours, million","280437",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2007","Kilowatt-hours, million","278580",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2006","Kilowatt-hours, million","268390",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2005","Kilowatt-hours, million","264593",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2004","Kilowatt-hours, million","264926",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2003","Kilowatt-hours, million","264258",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2002","Kilowatt-hours, million","255394",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2001","Kilowatt-hours, million","253845",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","2000","Kilowatt-hours, million","245587",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1999","Kilowatt-hours, million","232781",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1998","Kilowatt-hours, million","227056",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1997","Kilowatt-hours, million","219861",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1996","Kilowatt-hours, million","226167",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1995","Kilowatt-hours, million","219346",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1994","Kilowatt-hours, million","213423",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1993","Kilowatt-hours, million","211122",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1992","Kilowatt-hours, million","220621",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1991","Kilowatt-hours, million","229861",""
"United Kingdom","From combustible fuels – Main activity – Electricity plants","1990","Kilowatt-hours, million","230812",""
"United Kingdom","Hydro – Main activity","2021","Kilowatt-hours, million","5610.182",""
"United Kingdom","Hydro – Main activity","2020","Kilowatt-hours, million","6536.691",""
"United Kingdom","Hydro – Main activity","2019","Kilowatt-hours, million","5946.222",""
"United Kingdom","Hydro – Main activity","2018","Kilowatt-hours, million","6298.574",""
"United Kingdom","Hydro – Main activity","2017","Kilowatt-hours, million","7050.589",""
"United Kingdom","Hydro – Main activity","2016","Kilowatt-hours, million","6910",""
"United Kingdom","Hydro – Main activity","2015","Kilowatt-hours, million","7646",""
"United Kingdom","Hydro – Main activity","2014","Kilowatt-hours, million","7518",""
"United Kingdom","Hydro – Main activity","2013","Kilowatt-hours, million","6513",""
"United Kingdom","Hydro – Main activity","2012","Kilowatt-hours, million","7136",""
"United Kingdom","Hydro – Main activity","2011","Kilowatt-hours, million","7499",""
"United Kingdom","Hydro – Main activity","2010","Kilowatt-hours, million","5853",""
"United Kingdom","Hydro – Main activity","2009","Kilowatt-hours, million","7979",""
"United Kingdom","Hydro – Main activity","2008","Kilowatt-hours, million","8313",""
"United Kingdom","Hydro – Main activity","2007","Kilowatt-hours, million","8003",""
"United Kingdom","Hydro – Main activity","2006","Kilowatt-hours, million","7546",""
"United Kingdom","Hydro – Main activity","2005","Kilowatt-hours, million","6756",""
"United Kingdom","Hydro – Main activity","2004","Kilowatt-hours, million","6556",""
"United Kingdom","Hydro – Main activity","2003","Kilowatt-hours, million","5301",""
"United Kingdom","Hydro – Main activity","2002","Kilowatt-hours, million","6579",""
"United Kingdom","Hydro – Main activity","2001","Kilowatt-hours, million","5638",""
"United Kingdom","Hydro – Main activity","2000","Kilowatt-hours, million","7025",""
"United Kingdom","Hydro – Main activity","1999","Kilowatt-hours, million","7333",""
"United Kingdom","Hydro – Main activity","1998","Kilowatt-hours, million","5861",""
"United Kingdom","Hydro – Main activity","1997","Kilowatt-hours, million","4823",""
"United Kingdom","Hydro – Main activity","1996","Kilowatt-hours, million","4357",""
"United Kingdom","Hydro – Main activity","1995","Kilowatt-hours, million","5648",""
"United Kingdom","Hydro – Main activity","1994","Kilowatt-hours, million","5780",""
"United Kingdom","Hydro – Main activity","1993","Kilowatt-hours, million","4959",""
"United Kingdom","Hydro – Main activity","1992","Kilowatt-hours, million","6288",""
"United Kingdom","Hydro – Main activity","1991","Kilowatt-hours, million","5300",""
"United Kingdom","Hydro – Main activity","1990","Kilowatt-hours, million","6375",""
"United Kingdom","Nuclear – Main activity","2021","Kilowatt-hours, million","45903.952",""
"United Kingdom","Nuclear – Main activity","2020","Kilowatt-hours, million","50278.351",""
"United Kingdom","Nuclear – Main activity","2019","Kilowatt-hours, million","56183.934",""
"United Kingdom","Nuclear – Main activity","2018","Kilowatt-hours, million","65063.849",""
"United Kingdom","Nuclear – Main activity","2017","Kilowatt-hours, million","70336.426",""
"United Kingdom","Nuclear – Main activity","2016","Kilowatt-hours, million","71726",""
"United Kingdom","Nuclear – Main activity","2015","Kilowatt-hours, million","70345",""
"United Kingdom","Nuclear – Main activity","2014","Kilowatt-hours, million","63748",""
"United Kingdom","Nuclear – Main activity","2013","Kilowatt-hours, million","70607",""
"United Kingdom","Nuclear – Main activity","2012","Kilowatt-hours, million","70405",""
"United Kingdom","Nuclear – Main activity","2011","Kilowatt-hours, million","68980",""
"United Kingdom","Nuclear – Main activity","2010","Kilowatt-hours, million","62140",""
"United Kingdom","Nuclear – Main activity","2009","Kilowatt-hours, million","69098",""
"United Kingdom","Nuclear – Main activity","2008","Kilowatt-hours, million","52486",""
"United Kingdom","Nuclear – Main activity","2007","Kilowatt-hours, million","63028",""
"United Kingdom","Nuclear – Main activity","2006","Kilowatt-hours, million","75451",""
"United Kingdom","Nuclear – Main activity","2005","Kilowatt-hours, million","81618",""
"United Kingdom","Nuclear – Main activity","2004","Kilowatt-hours, million","79999",""
"United Kingdom","Nuclear – Main activity","2003","Kilowatt-hours, million","88686",""
"United Kingdom","Nuclear – Main activity","2002","Kilowatt-hours, million","87848",""
"United Kingdom","Nuclear – Main activity","2001","Kilowatt-hours, million","90094",""
"United Kingdom","Nuclear – Main activity","2000","Kilowatt-hours, million","85063",""
"United Kingdom","Nuclear – Main activity","1999","Kilowatt-hours, million","95133",""
"United Kingdom","Nuclear – Main activity","1998","Kilowatt-hours, million","99486",""
"United Kingdom","Nuclear – Main activity","1997","Kilowatt-hours, million","98146",""
"United Kingdom","Nuclear – Main activity","1996","Kilowatt-hours, million","94671",""
"United Kingdom","Nuclear – Main activity","1995","Kilowatt-hours, million","85298",""
"United Kingdom","Nuclear – Main activity","1994","Kilowatt-hours, million","83944",""
"United Kingdom","Nuclear – Main activity","1993","Kilowatt-hours, million","84433",""
"United Kingdom","Nuclear – Main activity","1992","Kilowatt-hours, million","73269",""
"United Kingdom","Nuclear – Main activity","1991","Kilowatt-hours, million","66329",""
"United Kingdom","Nuclear – Main activity","1990","Kilowatt-hours, million","61308",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2021","Kilowatt-hours, million","45903.952",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2020","Kilowatt-hours, million","50278.351",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2019","Kilowatt-hours, million","56183.934",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2018","Kilowatt-hours, million","65063.849",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2017","Kilowatt-hours, million","70336.426",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2016","Kilowatt-hours, million","71726",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2015","Kilowatt-hours, million","70345",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2014","Kilowatt-hours, million","63748",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2013","Kilowatt-hours, million","70607",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2012","Kilowatt-hours, million","70405",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2011","Kilowatt-hours, million","68980",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2010","Kilowatt-hours, million","62140",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2009","Kilowatt-hours, million","69098",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2008","Kilowatt-hours, million","52486",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2007","Kilowatt-hours, million","63028",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2006","Kilowatt-hours, million","75451",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2005","Kilowatt-hours, million","81618",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2004","Kilowatt-hours, million","79999",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2003","Kilowatt-hours, million","88686",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2002","Kilowatt-hours, million","87848",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2001","Kilowatt-hours, million","90094",""
"United Kingdom","Nuclear – Main activity – Electricity plants","2000","Kilowatt-hours, million","85063",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1999","Kilowatt-hours, million","95133",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1998","Kilowatt-hours, million","99486",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1997","Kilowatt-hours, million","98146",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1996","Kilowatt-hours, million","94671",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1995","Kilowatt-hours, million","85298",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1994","Kilowatt-hours, million","83944",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1993","Kilowatt-hours, million","84433",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1992","Kilowatt-hours, million","73269",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1991","Kilowatt-hours, million","66329",""
"United Kingdom","Nuclear – Main activity – Electricity plants","1990","Kilowatt-hours, million","61308",""
"United Kingdom","Of which: Pumped hydro – Main activity","2022","Kilowatt-hours, million","1992",""
"United Kingdom","Of which: Pumped hydro – Main activity","2021","Kilowatt-hours, million","1894.16",""
"United Kingdom","Of which: Pumped hydro – Main activity","2020","Kilowatt-hours, million","1538.965",""
"United Kingdom","Of which: Pumped hydro – Main activity","2019","Kilowatt-hours, million","1756.411",""
"United Kingdom","Of which: Pumped hydro – Main activity","2018","Kilowatt-hours, million","2498.45",""
"United Kingdom","Of which: Pumped hydro – Main activity","2017","Kilowatt-hours, million","2872.03",""
"United Kingdom","Of which: Pumped hydro – Main activity","2016","Kilowatt-hours, million","2959",""
"United Kingdom","Of which: Pumped hydro – Main activity","2015","Kilowatt-hours, million","2739",""
"United Kingdom","Of which: Pumped hydro – Main activity","2014","Kilowatt-hours, million","2883",""
"United Kingdom","Of which: Pumped hydro – Main activity","2013","Kilowatt-hours, million","2904",""
"United Kingdom","Of which: Pumped hydro – Main activity","2012","Kilowatt-hours, million","2966",""
"United Kingdom","Of which: Pumped hydro – Main activity","2011","Kilowatt-hours, million","2906",""
"United Kingdom","Of which: Pumped hydro – Main activity","2010","Kilowatt-hours, million","3150",""
"United Kingdom","Of which: Pumped hydro – Main activity","2009","Kilowatt-hours, million","3685",""
"United Kingdom","Of which: Pumped hydro – Main activity","2008","Kilowatt-hours, million","4089",""
"United Kingdom","Of which: Pumped hydro – Main activity","2007","Kilowatt-hours, million","3859",""
"United Kingdom","Of which: Pumped hydro – Main activity","2006","Kilowatt-hours, million","3853",""
"United Kingdom","Of which: Pumped hydro – Main activity","2005","Kilowatt-hours, million","2930",""
"United Kingdom","Of which: Pumped hydro – Main activity","2004","Kilowatt-hours, million","2649",""
"United Kingdom","Of which: Pumped hydro – Main activity","2003","Kilowatt-hours, million","2734",""
"United Kingdom","Of which: Pumped hydro – Main activity","2002","Kilowatt-hours, million","2652",""
"United Kingdom","Of which: Pumped hydro – Main activity","2001","Kilowatt-hours, million","2422",""
"United Kingdom","Of which: Pumped hydro – Main activity","2000","Kilowatt-hours, million","2694",""
"United Kingdom","Of which: Pumped hydro – Main activity","1999","Kilowatt-hours, million","2902",""
"United Kingdom","Of which: Pumped hydro – Main activity","1998","Kilowatt-hours, million","1624",""
"United Kingdom","Of which: Pumped hydro – Main activity","1997","Kilowatt-hours, million","1486",""
"United Kingdom","Of which: Pumped hydro – Main activity","1996","Kilowatt-hours, million","1556",""
"United Kingdom","Of which: Pumped hydro – Main activity","1995","Kilowatt-hours, million","1552",""
"United Kingdom","Of which: Pumped hydro – Main activity","1994","Kilowatt-hours, million","1463",""
"United Kingdom","Of which: Pumped hydro – Main activity","1993","Kilowatt-hours, million","1437",""
"United Kingdom","Of which: Pumped hydro – Main activity","1992","Kilowatt-hours, million","1697",""
"United Kingdom","Of which: Pumped hydro – Main activity","1991","Kilowatt-hours, million","1523",""
"United Kingdom","Of which: Pumped hydro – Main activity","1990","Kilowatt-hours, million","1982",""
"United Kingdom","Solar – Main activity","2021","Kilowatt-hours, million","4253.751",""
"United Kingdom","Solar – Main activity","2020","Kilowatt-hours, million","4291.858",""
"United Kingdom","Solar – Main activity","2019","Kilowatt-hours, million","3860.286",""
"United Kingdom","Solar – Main activity","2018","Kilowatt-hours, million","3530.09",""
"United Kingdom","Solar – Main activity","2017","Kilowatt-hours, million","2977.783",""
"United Kingdom","Solar – Main activity","2016","Kilowatt-hours, million","2035",""
"United Kingdom","Solar – Main activity","2015","Kilowatt-hours, million","1405",""
"United Kingdom","Solar photovoltaic – Main activity","2021","Kilowatt-hours, million","4253.751",""
"United Kingdom","Solar photovoltaic – Main activity","2020","Kilowatt-hours, million","4291.858",""
"United Kingdom","Solar photovoltaic – Main activity","2019","Kilowatt-hours, million","3860.286",""
"United Kingdom","Solar photovoltaic – Main activity","2018","Kilowatt-hours, million","3530.09",""
"United Kingdom","Solar photovoltaic – Main activity","2017","Kilowatt-hours, million","2977.783",""
"United Kingdom","Solar photovoltaic – Main activity","2016","Kilowatt-hours, million","2035",""
"United Kingdom","Solar photovoltaic – Main activity","2015","Kilowatt-hours, million","1405",""
"United Kingdom","Wind – Main activity","2021","Kilowatt-hours, million","57218.218",""
"United Kingdom","Wind – Main activity","2020","Kilowatt-hours, million","66052.081",""
"United Kingdom","Wind – Main activity","2019","Kilowatt-hours, million","55073.779",""
"United Kingdom","Wind – Main activity","2018","Kilowatt-hours, million","47923.784",""
"United Kingdom","Wind – Main activity","2017","Kilowatt-hours, million","40954.433",""
"United Kingdom","Wind – Main activity","2016","Kilowatt-hours, million","30712",""
"United Kingdom","Wind – Main activity","2015","Kilowatt-hours, million","33257",""
"United Kingdom","Wind – Main activity","2014","Kilowatt-hours, million","26762",""
"United Kingdom","Wind – Main activity","2013","Kilowatt-hours, million","23958",""
"United Kingdom","Wind – Main activity","2012","Kilowatt-hours, million","17157",""
"United Kingdom","Wind – Main activity","2011","Kilowatt-hours, million","12918",""
"United Kingdom","Wind – Main activity","2010","Kilowatt-hours, million","7970",""
"United Kingdom","Wind – Main activity","2009","Kilowatt-hours, million","6843",""
"United Kingdom","Wind – Main activity","2008","Kilowatt-hours, million","5662",""
"United Kingdom","Wind – Main activity","2007","Kilowatt-hours, million","3569",""
"United Kingdom","From combustible fuels – Autoproducer","2021","Kilowatt-hours, million","41116.651",""
"United Kingdom","From combustible fuels – Autoproducer","2020","Kilowatt-hours, million","40843.53",""
"United Kingdom","From combustible fuels – Autoproducer","2019","Kilowatt-hours, million","41674.8",""
"United Kingdom","From combustible fuels – Autoproducer","2018","Kilowatt-hours, million","37398.918",""
"United Kingdom","From combustible fuels – Autoproducer","2017","Kilowatt-hours, million","35815.98",""
"United Kingdom","From combustible fuels – Autoproducer","2016","Kilowatt-hours, million","33737",""
"United Kingdom","From combustible fuels – Autoproducer","2015","Kilowatt-hours, million","32683",""
"United Kingdom","From combustible fuels – Autoproducer","2014","Kilowatt-hours, million","30795",""
"United Kingdom","From combustible fuels – Autoproducer","2013","Kilowatt-hours, million","29993",""
"United Kingdom","From combustible fuels – Autoproducer","2012","Kilowatt-hours, million","35362",""
"United Kingdom","From combustible fuels – Autoproducer","2011","Kilowatt-hours, million","35741",""
"United Kingdom","From combustible fuels – Autoproducer","2010","Kilowatt-hours, million","38259",""
"United Kingdom","From combustible fuels – Autoproducer","2009","Kilowatt-hours, million","38019",""
"United Kingdom","From combustible fuels – Autoproducer","2008","Kilowatt-hours, million","39062",""
"United Kingdom","From combustible fuels – Autoproducer","2007","Kilowatt-hours, million","40998",""
"United Kingdom","From combustible fuels – Autoproducer","2006","Kilowatt-hours, million","40760",""
"United Kingdom","From combustible fuels – Autoproducer","2005","Kilowatt-hours, million","41381",""
"United Kingdom","From combustible fuels – Autoproducer","2004","Kilowatt-hours, million","39571",""
"United Kingdom","From combustible fuels – Autoproducer","2003","Kilowatt-hours, million","38005",""
"United Kingdom","From combustible fuels – Autoproducer","2002","Kilowatt-hours, million","35307",""
"United Kingdom","From combustible fuels – Autoproducer","2001","Kilowatt-hours, million","33406",""
"United Kingdom","From combustible fuels – Autoproducer","2000","Kilowatt-hours, million","37691",""
"United Kingdom","From combustible fuels – Autoproducer","1999","Kilowatt-hours, million","31149",""
"United Kingdom","From combustible fuels – Autoproducer","1998","Kilowatt-hours, million","28542",""
"United Kingdom","From combustible fuels – Autoproducer","1997","Kilowatt-hours, million","26337",""
"United Kingdom","From combustible fuels – Autoproducer","1996","Kilowatt-hours, million","24594",""
"United Kingdom","From combustible fuels – Autoproducer","1995","Kilowatt-hours, million","18950",""
"United Kingdom","From combustible fuels – Autoproducer","1994","Kilowatt-hours, million","17883",""
"United Kingdom","From combustible fuels – Autoproducer","1993","Kilowatt-hours, million","16670",""
"United Kingdom","From combustible fuels – Autoproducer","1992","Kilowatt-hours, million","16447",""
"United Kingdom","From combustible fuels – Autoproducer","1991","Kilowatt-hours, million","16313",""
"United Kingdom","From combustible fuels – Autoproducer","1990","Kilowatt-hours, million","15978",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2021","Kilowatt-hours, million","21751.364",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2020","Kilowatt-hours, million","21656.326",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2019","Kilowatt-hours, million","24001.208",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2018","Kilowatt-hours, million","21549.576",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2017","Kilowatt-hours, million","20925.396",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2016","Kilowatt-hours, million","19636",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2015","Kilowatt-hours, million","18917",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2014","Kilowatt-hours, million","18961",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2013","Kilowatt-hours, million","18768",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2012","Kilowatt-hours, million","21738",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2011","Kilowatt-hours, million","21781",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2010","Kilowatt-hours, million","25584",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2009","Kilowatt-hours, million","24733",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2008","Kilowatt-hours, million","25786",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2007","Kilowatt-hours, million","26286",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2006","Kilowatt-hours, million","27213",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2005","Kilowatt-hours, million","27202",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2004","Kilowatt-hours, million","25952",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2003","Kilowatt-hours, million","24613",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2002","Kilowatt-hours, million","24421",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2001","Kilowatt-hours, million","22445",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","2000","Kilowatt-hours, million","26764",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1999","Kilowatt-hours, million","20236",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1998","Kilowatt-hours, million","18685",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1997","Kilowatt-hours, million","16763",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1996","Kilowatt-hours, million","15964",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1995","Kilowatt-hours, million","14473",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1994","Kilowatt-hours, million","12665",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1993","Kilowatt-hours, million","12277",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1992","Kilowatt-hours, million","12495",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1991","Kilowatt-hours, million","10997",""
"United Kingdom","From combustible fuels – Autoproducer – CHP plants","1990","Kilowatt-hours, million","9846",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2021","Kilowatt-hours, million","19365.287",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2020","Kilowatt-hours, million","19187.204",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2019","Kilowatt-hours, million","17673.592",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2018","Kilowatt-hours, million","15849.342",""
